Content,Page URL,Post media content,Reactions,Comments,Reposts
"Yellowknife fire evacuation I drove to Behchoko (my home town) and tented at my brother David Gon. It’s been 5 years since I’ve been home. Fish, caribou meat and tea was amazing. I am grateful for my brother and family to host me. And I made a new friend Oreo their security/family dog who finally warmed up to me (best friends now!). Mahsi Cho Behchoko! #yellowknife #behchoko #nwt #evacuation #yzf #yellowknifeevacuation",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/376567249_18383331595043472_7589905592895939756_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=3635dc&_nc_ohc=5fUAtPGjE-AAX9msQj7&_nc_ht=scontent-iad3-1.xx&oh=00_AfAEtydfBUbp6VGK_ifFGA2yF1_TXHMagxjesS__LQOz3w&oe=65E7823B,83,4 comments,4 comments
"Yellowknife Fire & Evacuation Update At Midwest Property Management, we have been monitoring the Yellowknife fire and evacuation process closely and continue to hope that in the near future, we can all return home. Until that day comes, our thoughts are with every resident of Yellowknife as they face this challenging time. Safety and your well-being remain our top priority. As such, we have compiled the below resources to keep those impacted informed: Edmonton Wild… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/368289260_752723873531534_5396343023829374393_n.jpg?stp=dst-jpg_p843x403&_nc_cat=101&ccb=1-7&_nc_sid=3635dc&_nc_ohc=7RI_23AQdyUAX9bGXRB&_nc_ht=scontent-iad3-1.xx&oh=00_AfCwkXC40jw9WL3NXvA8IoG_Zz8b36u9rggmpSObc6_xbw&oe=65E7AD45,9,6 comments,6 comments
"Behchoko/Yellowknife Fire (ZF015)Size135,780 hectares (mapped today)… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/366310079_701854921986567_8093759448158209320_n.jpg?stp=cp6_dst-jpg_s1080x2048&_nc_cat=101&ccb=1-7&_nc_sid=3635dc&_nc_ohc=1W4g8Zb9xbkAX_Wyz_-&_nc_ht=scontent-iad3-1.xx&oh=00_AfDJnO5GBDk3YHCPmAG9I3ZZEYnpL_YKkfb2OTJebWobQQ&oe=65E7AB67,66,1 comment,1 comment
"Behchoko/Yellowknife Fire (ZF015) – August 9, 4pmStatusOut-of-control… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,40,2 comments,2 comments
"Holy fuck, hope all OK.  Cabin Radio copied and pic.Large fire in downtown Yellowknife’s Garden TownhomesEmily Blake and Ollie Williams·October 21, 2023A fire has broken out in a downtown Yellowknife set of townhomes next to the city’s Capital Suites hotel.… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/395135615_10161316343080645_8556422839197980516_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=104&ccb=1-7&_nc_sid=3635dc&_nc_ohc=jcXhvf09qLQAX-3sDJp&_nc_ht=scontent-iad3-1.xx&oh=00_AfDAR3CRc8hRAkXoOIr5lemkJd8cmZSMD_ACqxY6BXqtQA&oe=65E80321,25,12 comments,12 comments
"North Slave Complex (ZF011, ZF012, ZF015, ZF085) – August 21, 8pmConditionsWinds were variable throughout the day - mostly light. As expected, no fires progressed significantly. No rain and warm temperatures led to drying throughout the day. … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,70,8 comments,8 comments
"Behchoko/Yellowknife Fire (ZF015) - August 10, 8:15pmSize135,780 hectares (mapped this morning)… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,48,6 comments,6 comments
"North Slave Complex (ZF011, ZF012, ZF015, ZF085) – August 15, 11am: Critical points below. Full update at www.nwtfire.com . Behchoko/Yellowknife Fire (ZF015)Distance from landmarks (closest point)… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,56,23 comments,23 comments
"North Slave Complex (ZF011, ZF012, ZF015, ZF085) – August 19, 8pmConditionsSome help from weather – with about 4mm of rain falling at the nearest weather station to the Behchoko/Yellowknife Fire (ZF015) and a little less than 2mm nearest to the Ingraham Trail Fire (ZF011), and less than 1mm nearest to the Dettah Fire (ZF085). Not all areas of the fire have received precipitation and in general the fire is observed to quiet and smouldering in some areas.This is good news. … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,154,23 comments,23 comments
"Jonah has worked in Fire, EMS and nursing over his career, working with many and loved by all.  We will miss you brother.",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/363825291_2149793281891367_1349143776567545216_n.jpg?stp=dst-jpg_p843x403&_nc_cat=101&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=tldco7tYxocAX_QRBMw&_nc_ht=scontent-iad3-1.xx&oh=00_AfASFSCl4kK4gO_XMFZ-gO9OcOXVhVYnYIw4dnKYrc6GSQ&oe=65E68337,191,13 comments,13 comments
I woke this morning to the very sad news of a good friend's passing.  Jonah Swen was a dedicated nurse/medic with whom I had the privilege of living and working… See more,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/363825291_2149793281891367_1349143776567545216_n.jpg?stp=dst-jpg_p843x403&_nc_cat=101&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=tldco7tYxocAX_QRBMw&_nc_ht=scontent-iad3-1.xx&oh=00_AfASFSCl4kK4gO_XMFZ-gO9OcOXVhVYnYIw4dnKYrc6GSQ&oe=65E68337,,,
"While we work to address the minor breach of our lines to the east of the Behchoko/Yellowknife Fire (ZF015), we are advising everyone on this stretch of highway (KM307-320) to be ready to leave on short notice in case of further progression of this fire. This is a precaution. Yellowknife, N’Dilo, and Dettah are not currently at risk. The fire remains roughly 35km west of Yellowknife.",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/366685875_704030468435679_4471188102262694952_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=3635dc&_nc_ohc=MtoRJ_GSFj4AX-JgJlp&_nc_ht=scontent-iad3-1.xx&oh=00_AfDPiQmKgGEOjXZHhWrX3VSj1O1goaSAXBvWImU0lxtnzA&oe=65E6BD0A,38,7 comments,7 comments
"I don't know how I can help but I'd like to try. Is there anyone collecting supplies for the evacuees? Toiletries, feminine products, diapers, soap, shampoo, and other necessary things? Maybe even kids clothes and, considering what time of year it is, some warmer fall jackets for later on?",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,1,,
"North Slave Complex (ZF011, ZF012, ZF015, ZF085) – August 14, 9pm: Here are the key points. Read the detailed update at www.nwtfire.comBehchoko/Yellowknife Fire (ZF015)Distance from landmarks (closest point)… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,27,5 comments,5 comments
BEHCHOKO/YELLOWKNIFE FIRE (ZF015) NOTICE: We will have another update out very soon. Thank you for your patience - a couple technical issues we had to sort out. Now sorted - coming soon. Mike WestwickInformation Officer - ZF015867-688-0958,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,124,16 comments,16 comments
"National Public Safety Telecommunicator Week is celebrated annually during the second week of April.  The Yellowknife Fire Division (YKFD) Public Safety Communication Centre (PSCC) has staff dedicated to serving the public. PSCC dispatchers answer emergency and non-emergency calls and connect callers to emergency care, fire response and provide valuable resources to those in need.An estimated 7,000 calls a year are made to YKFD Public Safety Communication Centre. The City t… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,13,,
YELLOWKNIFE: a new fire was detected to the north of Long Lake.Yellowknife Fire Department has responded joined by wildfire team members to ensure this fire d… See more,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,,,
Whitehorse fire fighters prepare there gear kits in advance of there flight tomorrow morning.   They are headed to Yellowknife to integrate with Yellowknife fire department to assist in structural fire protection and urban wildland interface.,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/366663470_737215391543290_3368819557173508342_n.jpg?stp=cp6_dst-jpg_s1080x2048&_nc_cat=103&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=FBt5REYCuGIAX-2Bk4t&_nc_ht=scontent-iad3-2.xx&oh=00_AfBBxXvk0rTte9KRcWE2Sa437b32rgxp02yFJ-dlkk4d8Q&oe=65E6EFD0,24,3 comments,3 comments
"Crews have started to prepare.  A flight will be leaving tomorrow to Yellowknife, with several Whitehorse Fire members on it, to lend assistance to our sister northern city.",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/366663470_737215391543290_3368819557173508342_n.jpg?stp=cp6_dst-jpg_s1080x2048&_nc_cat=103&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=FBt5REYCuGIAX-2Bk4t&_nc_ht=scontent-iad3-2.xx&oh=00_AfBBxXvk0rTte9KRcWE2Sa437b32rgxp02yFJ-dlkk4d8Q&oe=65E6EFD0,,,
"UPDATE – BEHCHOKO/YELLOWKNIFE FIRE (ZF015) – AUGUST 2, 2023 (7:30PM): The Community Government of Behchokǫ̀ has announced that the community is expected to return tomorrow at 10am. This is good news. However, remember these things when you prepare to return:Firefighters are still at work along Highway 3, the south of Rae, and at Frank Channel. Please be extremely cautious while driving. Follow any directions or signage on the ground.Equipment, including pumps and other… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,40,3 comments,3 comments
"The City of Yellowknife’s Fire Division is hosting its annual Open House on Saturday, June 24, 2023, from 1 p.m. to 4 p.m. at the Fire Hall located at 100 Taylor Road. Come by for a hot dog and mingle with local firefighters during this fun-filled afternoon!",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/354270479_712301304272260_3186769391381888863_n.jpg?stp=dst-jpg_p843x403&_nc_cat=108&ccb=1-7&_nc_sid=3635dc&_nc_ohc=yBVZq9HnZl4AX9GU9lV&_nc_ht=scontent-iad3-1.xx&oh=00_AfDdjpMrreGzo1ySDpRUG__lP71zMrprYiTetyomtsruSA&oe=65E7BDB4,32,3 comments,3 comments
"North Slave Complex (ZF011, ZF012, ZF015, ZF085) – August 14, 11am: Critical points below. Visit nwtfire.com for detailed updates. ZF015 (Behchoko/Yellowknife Fire)Distance from landmarks (closest point)• Yellowknife – 30km northwest at nearest point… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,25,9 comments,9 comments
Behchokǫ̀/Yellowknife Fire (ZF015) – August 7We have begun the planned ignition near KM298 marker effective 1655. The highway will be closed and the ignition site restricted.… See more,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,23,13 comments,13 comments
